x,y,z,x_ori,y_ori,z_ori,result
0.00938564646359917,-0.04196932210965728,0.15933518482830203,3.296575837898369,-0.040987283158427146,5.42942653135808,1
0.027743100794074826,0.0747879447366742,0.1996551555398697,3.0679460783941876,-0.20177019611839248,3.700524191103427,0
0.042883054491001354,0.065128658599255,0.1728445226473141,3.3046944773315112,-0.16383936503059016,5.697370044422901,0
-0.03453717436079964,0.03193102486818153,0.18897884041552457,3.1090277987891497,0.06192693445420361,0.24222026295366783,0
-0.04652857933775611,-0.05386608579687997,0.1970515628486787,3.125937073290788,-0.16563392435692803,0.7160750198969927,0
-0.01901902100146325,-0.06522243009998063,0.19103825913231415,3.0173237185089454,0.23497809625867966,5.750430330110613,0
-0.04575098740299517,0.009391054250919711,0.1647763232948558,2.740505487958967,-0.09337384863817644,3.9833447891846934,0
-0.023639576551916293,0.054225410743797095,0.1775438760120023,3.19729569476577,-0.21249418551937965,2.902950854682738,0
0.06287089113070933,-0.002839160967354898,0.19906892448116603,3.403853609678744,0.020842665597012443,4.791995675283126,0
-0.01886772865515523,0.03891512600733682,0.17550125714179102,3.603369825318993,0.22049573071427028,6.215769045610166,0
0.045901566437300104,-0.03905575257957252,0.18391861009319826,3.51140254978002,0.013498443329360786,0.21616206639658536,0
0.013893052775865555,-0.006998054755314648,0.17522409517881213,3.2370017590396385,0.10860907154725781,1.3945840327379644,0
0.0016692548153373066,-0.07088496182458384,0.19547668926748302,3.0237335839114903,0.06888738410471419,2.0295279842946394,0
-0.036105237807907434,0.04516046735883772,0.15524229123423386,3.29982544809103,0.403361937297201,3.1592418529358435,1
0.05022998232297872,0.0694870424918785,0.16156847832048668,3.057031337912395,0.030311549131775598,3.788011224938291,0
-0.03343866377244977,0.0196732884316516,0.16413408975823304,3.1807249968047566,-0.024734865112222993,5.285193759028158,0
0.013699585034618586,-0.05327346843538901,0.1582624159422572,2.7951951227488583,-0.11129642248072745,4.757774832837038,0
0.04957262552957918,0.058399224138134045,0.18030721778287737,3.3656647051266817,-0.29264250506993106,5.055265411078096,0
0.07228826366658718,0.022760422774135772,0.1723811960213247,2.818890120636568,0.09476985370944294,6.087820201795667,1
0.053914166508646874,0.015100448315215592,0.19910717227031094,3.4705454560291975,-0.21967582785583778,5.359953933502463,0
0.027978388782558233,-0.013824385684074895,0.17542833252198003,3.172808360051626,-0.3512988404718911,4.524040227839146,0
-0.06168150229756706,0.04200045154535123,0.18884575704534953,3.207851126711221,-0.10009721748152992,2.9755991675757296,0
-0.06905459773190911,-0.048027807832582564,0.19430695923991362,3.0835298112267404,-0.44052579027766553,3.4923641684838147,0
-0.0009572588266074933,-0.010190739661743775,0.18141443799347634,3.127486866185164,0.0641756514044216,6.201675975524406,1
-0.04588987812454924,0.06981331973318596,0.15078069984082718,3.14074598824006,0.3127071740748694,0.23880063445442093,0
-0.007079508785652305,-0.00260967790240485,0.18059449715225986,3.2621981179481727,-0.2371651590172749,5.5751985956988355,0
-0.018962780205966485,0.042124646310645664,0.15594070280153371,2.6987947535251515,0.0034558471650072645,5.907046436176142,0
-0.03117001838842271,-0.06722136354804083,0.15526684276080516,3.1537520095347125,0.29276125504955214,2.70250990869289,0
0.03584066248795484,0.0035134312878530582,0.15329576104547363,3.181419579721386,-0.22878028761948466,4.33957769389682,0
-0.04902783441326372,-0.03101244657177319,0.19424037645198122,2.6749759089168776,-0.013052881174640464,0.9503343764584826,0
-0.05835063306135604,0.07402823340557434,0.158231112751072,3.284791548907872,0.05630235637223246,4.6841124856721645,0
0.03465620843630221,-0.008616846030263955,0.17372062159014565,3.026762194164795,-0.25014716354060823,3.7240334717428456,0
0.060987400344901924,0.0731861089051916,0.19226283859515053,3.206092425486868,-0.09859196886726695,1.96461105980689,0
-0.030930157034541113,-0.008700018467568862,0.17069411611409382,3.141286345203895,-0.04142484772276531,2.359271133965924,0
-0.00936039708955741,-0.029523905083940406,0.19570333885116326,3.0919685154124052,0.13565751214007768,2.5040930915141653,0
-0.02555683103183074,0.06510491769705985,0.1616393294617342,2.8331532733613276,0.13328160913335588,1.1436911255252178,0
0.026325356369761327,-0.03092766433065732,0.1975650368755541,3.32132597654151,-0.3934712612060216,5.708392482741754,0
-0.004228240664145497,-0.030861927399790635,0.1733245412109351,3.2265981331015086,-0.05050153096855221,2.5831505181952354,1
0.011671574943439525,-0.033259760836184545,0.18004491491006067,3.4354071920615743,-0.1001345669721341,6.106495400863967,1
-0.03421734156676528,-0.06363388702508156,0.15082213641420358,3.3269808162731778,-0.05327700435012115,4.572311722028754,0
-0.04094671851928721,0.0429423720983423,0.1966541292651358,3.5907729907639236,-0.013321410393688435,1.9148902516210946,0
0.03538617437843594,0.05101529757944094,0.18563385572138144,2.9905435647288745,0.18747348401810407,5.802901896524369,0
0.0459761068013447,0.07273008528137327,0.17392941676908896,3.0110974536083606,0.06688866550059684,3.5847743248149264,0
-0.02292353755489026,-0.04140168090686177,0.19649283946199722,3.1590214702521733,-0.06644082798790062,5.210298217094576,0
-0.0303022651952303,-0.013350867010503205,0.15749420315035245,3.589602496879965,-0.19741941995187492,2.778021008443807,0
0.00783784921061309,0.07009674577726711,0.1736677157326348,3.029668313970964,0.22795466645163806,2.9724127040676347,0
-0.05795593373398289,0.01989092788862029,0.17559588244500596,3.056910675052061,0.07452849481718819,3.4371106807553504,1
0.03646531752594952,-0.03947185184506164,0.15896055985804713,3.160301974459657,-0.19745417122425135,4.924853101183808,0
-0.005747282776561044,-0.06548965905617556,0.18427765278112354,3.0481456890739262,-0.3326431405654244,2.9465524788100246,0
-0.048049383159822434,0.015876963972300845,0.16945679799427385,3.568211024775514,0.041153618179197604,1.2903714946645184,0
-0.011183535655603441,0.01803448687394482,0.1542970916557398,2.9677632866287063,-0.0039045723298349873,4.087692089486881,0
-0.00734936170592651,0.00959377757693021,0.1627122126973243,3.1588923263512245,0.2699968357442054,4.441240424130482,0
0.028688669304399325,-0.0669854346423961,0.1562486666765348,3.605788929258634,-0.0854469208873668,3.769294252188695,0
-0.04044636050559116,0.014861484918197262,0.1963449223297913,3.921602643624564,0.3297563856991565,5.183077766846094,0
-0.05706971174171277,-0.0720325879942063,0.1688478016527379,2.6391919527289924,0.16416743329737232,0.43979968876916326,0
0.047549156717894434,-0.008867236185826313,0.1791081928316092,3.0159798932050013,-0.1040333404702728,1.9956163889618008,0
-0.005122281049361549,-0.033756555407821305,0.1635510510937253,3.008924166961516,0.11163237011399958,1.6711569297412334,0
-0.07432221186629613,0.07126547643948102,0.16674476987314937,3.3046869556514373,0.0719181106683161,1.288995575049948,0
-0.04800878711316224,0.07319920232924344,0.1533625948062344,3.2226741176937734,0.0023544586912829894,2.082126855798977,0
-0.034653301003137765,0.03211975819970034,0.17518204376765095,3.2228611591923655,-0.08841165185256337,5.50253791828723,0
-0.015501336191346908,0.026148725524341693,0.1640834706143163,3.3917680502181105,0.03325203230710379,5.15205272252474,0
0.0548757554840348,-0.0672304468620308,0.1993103880437157,3.1890483879607867,0.2136893068608354,4.749106291520995,0
0.038166584519296234,0.04176506354515931,0.16026531198456617,2.872292163669228,-0.0330978735061935,2.4745565561116836,0
-0.02839729831445815,0.039763930315118795,0.19413604584639052,3.399610518038399,-0.27145287421617104,5.126383039644682,0
-0.004789243692527909,-0.043175442545809954,0.16612991666506075,3.0217070113102538,-0.027749330685245845,2.7999439016595615,1
0.008789891178437814,0.063290405902158,0.1616572669715558,3.546036826693684,0.10623684651433936,4.523184960426662,0
0.013770563395235524,0.006704726843235406,0.1666218109004421,3.1106972481932926,0.2747021695151434,5.006131138717595,0
-0.04786989237022873,-0.0738897900907124,0.15048555778338008,2.769542676150597,0.28425773534793025,1.7313642351057579,0
0.0282843325036492,-0.015711999005674493,0.1850467544479931,3.1895976418842302,-0.06418691638757319,3.306055619749736,1
-0.06423321082045412,0.049038273852895525,0.18407002933576125,3.288039228405206,0.12250034026841372,3.1063847145870653,1
-0.01214256764006963,0.051069430583213296,0.19477344034998437,2.9822180284650934,0.32578838006426813,5.778315351928091,0
0.02652404855726323,0.037975087884757786,0.18596595355141754,3.0390467491210273,-0.175256696856869,4.314243399248464,0
0.020695408376641133,-0.020152512342340112,0.17356999265864337,3.124007743741412,0.07001598104599478,3.1067292598141454,1
-0.03454781826994371,-0.057156243979172267,0.16140471594410313,3.1637039778693143,0.1391930874582371,4.361794973015274,0
-0.061711568585929376,0.059796885576000255,0.19187034344352977,3.338439754119477,0.07599332606826054,1.0765098683445298,0
0.0313955350109119,-0.030870831108135224,0.17414820011425414,3.159924273658497,0.1539542571569362,2.9294900797079366,0
0.021712772118978124,0.03302779882370864,0.17070512086934062,3.0863623706992307,-0.000794566492535698,1.5351385092913803,0
0.047678864173158725,0.05559363577495598,0.19562483578084502,3.3766697807053183,-0.08873543625431135,4.624874865360584,0
-0.05872229096321851,0.049728314613674676,0.15836589249220911,3.4844168204808637,-0.1633613770492583,3.728062456187862,0
-0.06175494509904837,-0.05811445328572171,0.19236617186088711,3.480508399677861,0.038707981393706986,1.9990158534602802,0
-0.04961221912507976,-0.052909008708797625,0.15168654992951747,3.2012551774367126,0.014499522972279428,4.281998793087844,0
0.010640175403776875,0.00411260682090836,0.1943892643368312,2.9398365563637614,0.007110227404405734,6.206103551505166,1
-0.04401586937936108,0.039011667662533736,0.19398663557922916,3.182454682690871,-0.1255241442782913,6.2265800497903525,0
