x,y,z,x_ori,y_ori,z_ori,result
-0.0510716059055668,0.0111859905730516,0.1993815747447975,3.4338600675853037,-0.0733686731942931,2.643563713100149,0
-0.0537252881612888,-0.05962216382277,0.1850917892742543,3.1954099705852155,0.0279648199017485,3.6469422665246416,0
-0.0530995483585181,0.0746371754056736,0.1890010082149321,3.320623997581384,0.0717688781331924,1.411864605034003,0
-0.0460407708251388,0.0227524328148638,0.1734480247117731,3.340325168119237,0.0399919063020655,6.075924719008313,0
-0.0518787011218111,-0.0362393416522355,0.1822672478514959,3.1182060238470903,0.1156132293299225,3.69495137605914,1
-0.0663526759219908,-0.0282998654783666,0.1721492117819364,3.3208427753491545,0.2389074230500256,5.31074232801634,0
0.0015548607300627,0.0229425698297857,0.1788924054126089,2.956442639371402,-0.0262174271682484,2.47114802502576,0
0.0744044088875709,0.031306853743718,0.1681518712935096,3.1531510944726486,-0.2393552701856144,2.209549529508471,0
0.0530361108473153,-0.0022608284647302,0.1881268045348614,3.2284153483062994,-0.0987868867725908,1.449539455152876,0
0.0024916570775324,0.0644722241577151,0.1899821819889206,3.134580683125991,0.162245612317397,0.8465530972785904,0
0.0674181941819061,-0.0060161613149951,0.1949465415862134,3.209489565033462,0.4191804182682643,2.268861016725116,0
-0.0186693258193288,-0.046763265347337,0.1683351979435224,3.05116026914159,0.3009239180524063,5.807817108328758,0
-0.02111356752475,0.0221569074169212,0.1861317281703868,3.1035911085654875,0.0201228545370382,4.614438237153314,1
-0.0447726320568535,-0.0024483673939219,0.1947763272981033,3.3017754043989784,-0.0900346922592676,1.068852090601291,0
0.0096362254354971,0.016138476457453,0.1823517030004132,3.1073135852633307,0.0707920837566957,6.166813435146128,1
-0.0511035765498038,0.0223380049897509,0.1566883626661488,3.130279452393913,0.2003654774216362,2.030747853766406,1
0.0524406562688552,0.0033712815766563,0.175809765322363,3.21046842289682,0.2668629684586062,0.2469362435459289,1
-0.0638572316396729,0.0114411392764775,0.1966249139842595,3.0486513387719767,-0.0370369177013327,0.43103856041584,0
-0.0341500533060484,0.0147829568267704,0.1987252976478932,3.0228234045967555,-0.0384405378084459,0.6555000135345703,1
-0.0502276973987171,-0.019305249262339,0.1889780801316641,2.804003105380814,-0.430671600611459,0.2869306181891559,0
0.011430028374215,-0.0107488378329834,0.1548801151786237,3.54806457160966,-0.0820379195013951,2.8138947028985504,0
